config,n_representatives,base_key,base_branch_type,base_source_lambda,base_E0,base_overlap,global_cross,global_cross_key,global_cross_branch_type,global_cross_source_lambda,global_cross_E0,global_cross_overlap,matched_distance,matched_key,matched_branch_type,matched_source_lambda,matched_E0,matched_overlap,matched_cross,matched_within_threshold,distance_threshold
10x10:0.6,62,Type A candidate|co0.02|ov0.4|sep6.1,Type A candidate,0.0,5.543417217246031,0.3775415517626527,0.6060174167311612,Type A candidate|co0.02|ov0.0|sep5.8,Type A candidate,1.0,5.7722139731539075,0.0,0.5748709482933838,Type A candidate|co0.02|ov0.0|sep5.8,Type A candidate,1.0,5.7722139731539075,0.0,0.6060174167311612,True,4.0
15x15:0.6,64,Type A candidate|co0.08|ov2.1|sep6.5,Type A candidate,0.0,13.077018391868371,2.064516909717315,0.3361995681683723,Type A candidate|co0.05|ov0.5|sep4.4,Type A candidate,0.1,13.594777084533057,0.5244831271474746,0.8736653506460028,Type A candidate|co0.08|ov1.4|sep6.6,Type A candidate,0.05,13.045507396418097,1.4109676775543238,,True,4.0
20x20:0.6,64,Type B candidate|co0.12|ov3.2|sep5.4,Type B candidate,0.0,19.50916561746147,3.1651098697894025,3.0382074255413554,Type A candidate|co0.05|ov0.1|sep7.9,Type A candidate,1.0,28.839403097735513,0.09414196883657033,,,,,,,,False,4.0
