key,branch,source_lambda,init_index,eval_lambda,E_lambda,E0,overlap,center_offset_norm,separation,branch_type
Mixed/ambiguous|co0.09|ov7.2|sep3.1,cand_lam0.1_init2,0.1,2,5,64.51617555391353,28.707638670006915,7.161707376781322,0.0922113964751331,3.057414675274052,Mixed/ambiguous
Type A candidate|co0.05|ov4.2|sep2.9,cand_lam0.1_init3,0.1,3,0,32.3000725519726,32.3000725519726,4.24634663482653,0.04500871100052621,2.924525362571852,Type A candidate
Type A candidate|co0.05|ov4.2|sep2.9,cand_lam0.1_init3,0.1,3,0.01,32.342536018320864,32.3000725519726,4.24634663482653,0.04500871100052621,2.924525362571852,Type A candidate
Type A candidate|co0.05|ov4.2|sep2.9,cand_lam0.1_init3,0.1,3,0.05,32.51238988371392,32.3000725519726,4.24634663482653,0.04500871100052621,2.924525362571852,Type A candidate
Type A candidate|co0.05|ov4.2|sep2.9,cand_lam0.1_init3,0.1,3,0.1,32.724707215455254,32.3000725519726,4.24634663482653,0.04500871100052621,2.924525362571852,Type A candidate
Type A candidate|co0.05|ov4.2|sep2.9,cand_lam0.1_init3,0.1,3,0.5,34.423245869385866,32.3000725519726,4.24634663482653,0.04500871100052621,2.924525362571852,Type A candidate
Type A candidate|co0.05|ov4.2|sep2.9,cand_lam0.1_init3,0.1,3,1,36.54641918679913,32.3000725519726,4.24634663482653,0.04500871100052621,2.924525362571852,Type A candidate
Type A candidate|co0.05|ov4.2|sep2.9,cand_lam0.1_init3,0.1,3,5,53.53180572610525,32.3000725519726,4.24634663482653,0.04500871100052621,2.924525362571852,Type A candidate
Type A candidate|co0.07|ov6.8|sep2.8,cand_lam0.1_init4,0.1,4,0,28.414403217036455,28.414403217036455,6.776925769812614,0.06540921463796275,2.7692497758552044,Type A candidate
Type A candidate|co0.07|ov6.8|sep2.8,cand_lam0.1_init4,0.1,4,0.01,28.482172474734583,28.414403217036455,6.776925769812614,0.06540921463796275,2.7692497758552044,Type A candidate
Type A candidate|co0.07|ov6.8|sep2.8,cand_lam0.1_init4,0.1,4,0.05,28.753249505527087,28.414403217036455,6.776925769812614,0.06540921463796275,2.7692497758552044,Type A candidate
Type A candidate|co0.07|ov6.8|sep2.8,cand_lam0.1_init4,0.1,4,0.1,29.092095794017716,28.414403217036455,6.776925769812614,0.06540921463796275,2.7692497758552044,Type A candidate
Type A candidate|co0.07|ov6.8|sep2.8,cand_lam0.1_init4,0.1,4,0.5,31.80286610194276,28.414403217036455,6.776925769812614,0.06540921463796275,2.7692497758552044,Type A candidate
Type A candidate|co0.07|ov6.8|sep2.8,cand_lam0.1_init4,0.1,4,1,35.19132898684907,28.414403217036455,6.776925769812614,0.06540921463796275,2.7692497758552044,Type A candidate
Type A candidate|co0.07|ov6.8|sep2.8,cand_lam0.1_init4,0.1,4,5,62.29903206609953,28.414403217036455,6.776925769812614,0.06540921463796275,2.7692497758552044,Type A candidate
Type A candidate|co0.04|ov5.3|sep2.3,cand_lam0.1_init5,0.1,5,0,33.15710587976459,33.15710587976459,5.2636155020045,0.036159101228679345,2.285595053242661,Type A candidate
Type A candidate|co0.04|ov5.3|sep2.3,cand_lam0.1_init5,0.1,5,0.01,33.20974203478464,33.15710587976459,5.2636155020045,0.036159101228679345,2.285595053242661,Type A candidate
