config,n_representatives,base_key,base_branch_type,base_source_lambda,base_E0,base_overlap,global_cross,global_cross_key,global_cross_branch_type,global_cross_source_lambda,global_cross_E0,global_cross_overlap,matched_distance,matched_key,matched_branch_type,matched_source_lambda,matched_E0,matched_overlap,matched_cross,matched_within_threshold,distance_threshold
20x20:0.6,95,Type B candidate|co0.12|ov3.4|sep5.2,Type B candidate,0.0,20.050070246099686,3.4219181740256346,1.540427972054218,Type A candidate|co0.00|ov2.7|sep5.6,Type A candidate,0.0,21.229312370601793,2.656389278228226,,,,,,,,False,2.5
