config,grid_size,c_ref,lambda_rep,branch_class,mean_center_offset_norm,max_center_offset_norm,mean_separation,swap_count,max_abs_delta_theta_mod_pi,energy_asymmetry_pos_minus_neg,max_lambda_coupling,elapsed_s
20x20_c0.6,20,0.6,2.0,Type A,0.012984339111389312,0.014111065698870311,13.41314782562736,0,0.005911101298280208,-0.037101410048464345,0.0,16.654258251190186
20x20_c0.6,20,0.6,5.0,Type A,0.02384792213995273,0.026598666413864172,12.404712339272985,0,0.035825017452465246,-0.26505018757810817,0.0,17.725940942764282
20x20_c0.6,20,0.6,10.0,Type A,0.011482915125819232,0.014881832370140803,12.486175190798255,0,0.017265966689849144,-0.0683495430704486,0.0,20.219773054122925
