config,lambda_rep,lambda_bar,n_images,n_iter,step,spring,source_energy,initial_max_delta,relaxed_max_delta,initial_source_overlap,initial_max_overlap,initial_max_overlap_excess,relaxed_source_overlap,relaxed_max_overlap,relaxed_max_overlap_excess,improvement,improvement_frac,initial_max_index,relaxed_max_index,max_mass_error,max_simplex_violation,max_box_low_violation,max_box_high_violation,history_monotone,history_max_increase
10x10:0.6,0.0,100.0,7,25,0.001,0.05,14.811910759402904,0.0,0.0,8.901995046797925,8.901995046797925,0.0,8.901995046797925,8.901995046797925,0.0,0.0,0.0,0,0,5.471179065352771e-13,0.0,0.0,0.0,True,0.0
10x10:0.6,1.0,100.0,7,25,0.001,0.05,6.26985916534487,9.342252137239495,9.05078840222524,0.04762691276702441,4.949899027082264,4.902272114315239,0.04762691276702441,4.771763260386457,4.7241363476194325,0.29146373501425415,0.03119844452200555,3,3,4.689582056016661e-13,0.0,0.0,0.0,True,-0.046758375817024245
