config,lambda_rep,lambda_bar,n_images,n_iter,step,spring,source_energy,initial_max_delta,relaxed_max_delta,initial_source_overlap,initial_max_overlap,initial_max_overlap_excess,relaxed_source_overlap,relaxed_max_overlap,relaxed_max_overlap_excess,improvement,improvement_frac,initial_max_index,relaxed_max_index,max_mass_error,max_simplex_violation,max_box_low_violation,max_box_high_violation,history_monotone,history_max_increase
10x10:0.6,0.0,100.0,7,10,0.001,0.05,14.597629234150249,0.056355019897116776,0.031103589889488248,8.315564646856057,8.39689620989707,0.08133156304101341,8.315564646856057,8.382862985286994,0.06729833843093758,0.025251430007628528,0.4480777409666115,1,1,6.465938895416912e-13,0.0,0.0,0.0,True,-0.022754740072922885
10x10:0.6,0.05,100.0,7,10,0.001,0.05,15.590423475709773,0.0,0.0,8.835832222909858,8.835832222909858,0.0,8.835832222909858,8.835832222909858,0.0,0.0,0.0,0,0,1.1368683772161603e-12,0.0,0.0,0.0,True,0.0
10x10:0.6,0.1,100.0,7,10,0.001,0.05,15.937715914817614,0.0,0.0,9.139200836914966,9.139200836914966,0.0,9.139200836914966,9.139200836914966,0.0,0.0,0.0,0,0,4.476419235288631e-13,0.0,0.0,0.0,True,0.0
10x10:0.6,0.5,100.0,7,10,0.001,0.05,18.569443908104702,0.13080251941653387,0.08136231131049598,8.090027877110483,8.255520008113447,0.16549213100296356,8.090027877110483,8.229617631430106,0.13958975431962273,0.049440208106037886,0.3779759619812681,1,1,7.744915819785092e-13,0.0,0.0,0.0,True,-0.04456073041204078
10x10:0.6,1.0,100.0,7,10,0.001,0.05,6.113963173723274,9.658652697478132,9.528331101924152,0.0068962749332734065,4.7518782903610965,4.744982015427823,0.0068962749332734065,4.675625491136967,4.668729216203693,0.13032159555397982,0.013492730263301288,3,3,3.623767952376511e-13,0.0,0.0,0.0,True,-0.11727557655862597
