key,branch,source_lambda,init_index,eval_lambda,E_lambda,E0,overlap,center_offset_norm,separation,branch_type
Type A candidate|co0.06|ov6.7|sep3.1,cand_lam0_init0,0.0,0,0,34.710142159786265,34.710142159786265,6.7271235371833145,0.0646408944373706,3.139107797066819,Type A candidate
Type A candidate|co0.06|ov6.7|sep3.1,cand_lam0_init0,0.0,0,0.01,34.7774133951581,34.710142159786265,6.7271235371833145,0.0646408944373706,3.139107797066819,Type A candidate
Type A candidate|co0.06|ov6.7|sep3.1,cand_lam0_init0,0.0,0,0.05,35.04649833664543,34.710142159786265,6.7271235371833145,0.0646408944373706,3.139107797066819,Type A candidate
Type A candidate|co0.06|ov6.7|sep3.1,cand_lam0_init0,0.0,0,0.1,35.3828545135046,34.710142159786265,6.7271235371833145,0.0646408944373706,3.139107797066819,Type A candidate
Type A candidate|co0.06|ov6.7|sep3.1,cand_lam0_init0,0.0,0,0.5,38.073703928377924,34.710142159786265,6.7271235371833145,0.0646408944373706,3.139107797066819,Type A candidate
Type A candidate|co0.06|ov6.7|sep3.1,cand_lam0_init0,0.0,0,1,41.43726569696958,34.710142159786265,6.7271235371833145,0.0646408944373706,3.139107797066819,Type A candidate
Type A candidate|co0.06|ov6.7|sep3.1,cand_lam0_init0,0.0,0,5,68.34575984570284,34.710142159786265,6.7271235371833145,0.0646408944373706,3.139107797066819,Type A candidate
Type A candidate|co0.05|ov2.0|sep8.6,cand_lam0_init1,0.0,1,0,30.03861341357064,30.03861341357064,2.0276348817816645,0.04553058190420143,8.560625743154777,Type A candidate
Type A candidate|co0.05|ov2.0|sep8.6,cand_lam0_init1,0.0,1,0.01,30.058889762388457,30.03861341357064,2.0276348817816645,0.04553058190420143,8.560625743154777,Type A candidate
Type A candidate|co0.05|ov2.0|sep8.6,cand_lam0_init1,0.0,1,0.05,30.139995157659722,30.03861341357064,2.0276348817816645,0.04553058190420143,8.560625743154777,Type A candidate
Type A candidate|co0.05|ov2.0|sep8.6,cand_lam0_init1,0.0,1,0.1,30.241376901748808,30.03861341357064,2.0276348817816645,0.04553058190420143,8.560625743154777,Type A candidate
