grid,n,beta_bd,c,a_cl,energy,converged,Bind,Sep,Inside,n_core,delta_min,delta_max,delta_mean,n_deep,deep_mass_frac,u_min,u_max,u_std
8x8,64,10.0,0.4,3.5,1.466759578503158,True,0.866774007569151,0.8988256652875164,0.9170872710005997,19,1,3,1.737,11,0.5772119457984284,0.0,0.956303530628908,0.430664486768087
8x8,64,10.0,0.4,3.9,1.2872799468118585,True,0.8866755356732676,0.9041800948201142,0.9328993430537842,19,1,3,1.737,11,0.5774622479067467,0.0,0.965884336168733,0.43642488932544704
8x8,64,10.0,0.5,2.0,2.891591549872013,True,0.7831946798108143,0.8935201238419178,0.7942201400811114,2,1,1,1.000,0,0.0,0.0,0.9067418656171391,0.3970292835206296
8x8,64,10.0,0.5,3.0,1.9525387097240416,True,0.8292253395039977,0.9274853856185244,0.9624353145825139,24,1,3,2.000,16,0.6640125349885775,0.0,0.98439638823273,0.45319931538181685
8x8,64,10.0,0.5,3.5,1.6213014963934866,True,0.8571881722626734,0.9352702773941229,0.9858360082155784,24,1,3,2.000,16,0.6638871399503865,0.0,0.9960278279121343,0.46222504933858366
8x8,64,10.0,0.5,3.9,1.4245565828814835,True,0.8778144698871093,0.9392819539829329,0.9957500293926458,26,1,4,2.154,18,0.6954126402009019,0.0,1.0,0.46685100437266813
8x8,64,20.0,0.3,2.0,3.3759181664144187,True,0.7450770109595262,0.8762356002850523,0.9786584084188734,13,1,3,1.692,7,0.5370208276735423,0.0,0.985075547995467,0.41354979441666656
8x8,64,20.0,0.3,3.0,2.2478139689654,True,0.8174379184726059,0.8946886526517447,0.9980542259916482,15,1,3,1.867,9,0.6056579738088169,0.0,1.0,0.42703093482896215
8x8,64,20.0,0.3,3.5,1.8940405758119472,True,0.8482914259440586,0.8996983033041009,0.9997771651703891,15,1,3,1.867,9,0.6055360114855481,0.0,1.0,0.4307731927884764
8x8,64,20.0,0.3,3.9,1.6859654937835742,True,0.8700960230416114,0.9026385437502182,1.0,15,1,3,1.867,9,0.6053870684162594,0.0,1.0,0.4328590425261871
